prefill_tokens,prefill_time_seconds
64,0.008442834479009868
128,0.009280364577310674
192,0.00878796619037832
256,0.013292380911219606
320,0.011941129918523356
384,0.018321204929962746
448,0.014946321498120632
512,0.02114359945138969
576,0.029535066165958877
640,0.030717501153548855
704,0.0302251027666165
768,0.03458555194660929
832,0.03323430095391304
896,0.039916113949352426
960,0.036541230517510306
1024,0.042627496630779374
1088,0.05106362726654609
1152,0.05233862521670935
1216,0.051846226829777
1280,0.056297571749998984
1344,0.05494632075730274
1408,0.06187201778474212
1472,0.05849713435290001
1536,0.06460955137816907
1600,0.07307375510346328
1664,0.07445214909113343
1728,0.07395975070420108
1792,0.07853289651338868
1856,0.07718164552069244
1920,0.08418727189213178
1984,0.08081238846028967
2048,0.08703539953355875
2112,0.09559183440964619
2176,0.09698650517113609
2240,0.09649410678420374
2304,0.10119917372477835
2368,0.09984792273208211
2432,0.1071997757915215
2496,0.10382489235967939
2560,0.10994011104894842
2624,0.11853132776561115
2688,0.12001449614892577
2752,0.11952209776199342
2816,0.12433847954416802
2880,0.12298722855147176
2944,0.1306396747629112
3008,0.12726479133106908
3072,0.13335679184433813
3136,0.1420587856689856
3200,0.14357164517888055
3264,0.1430792467919482
3328,0.14800864949155773
3392,0.14665739849886147
3456,0.15439959421430086
3520,0.15102471078245874
3584,0.1571968044797278
3648,0.16581252388042278
3712,0.1675339196490385
3776,0.16704152126210614
3840,0.17210573937494741
3904,0.17075448838225116
3968,0.17888540473769055
4032,0.17551052130584843
4096,0.18159151791511746
4160,0.19016175534481453
4224,0.19205900006042814
4288,0.1915666016734958
4352,0.19674289095433709
4416,0.19539163996164083
4480,0.20373946614108024
4544,0.2003645827092381
4608,0.20644921451850717
4672,0.2150660147777087
4736,0.21701478557993215
4800,0.2165223871929998
4864,0.22183132957372678
4928,0.22048007858103053
4992,0.2289031721738032
5056,0.2255282887419611
5120,0.23170086440189686
5184,0.24037565715959347
5248,0.24243274519040753
5312,0.24194034680347518
5376,0.2473051874571165
5440,0.24595393646442024
5504,0.2547104936091929
5568,0.2513356101773508
5632,0.25745749783728655
5696,0.26615536677167234
5760,0.2683037548519306
5824,0.2678113564649982
5888,0.27332799126050616
5952,0.27197674026780994
6016,0.2807975295192493
6080,0.2774226460874072
6144,0.2836565689046762
6208,0.29245324820899765
6272,0.294609088286406
6336,0.2941166898994736
6400,0.2997844160558958
6464,0.29843316506319956
6528,0.307225294602639
6592,0.30385041117079686
6656,0.31017584067606596
6720,0.3190063258083666
6784,0.32122342059631
6848,0.3207310222093776
6912,0.3265311059392856
6976,0.32517985494658935
7040,0.33428453427162874
7104,0.33090965083978663
7168,0.33721693465545566
7232,0.3461581997492971
7296,0.3484269552455663
7360,0.34793455685863395
7424,0.35378484171067526
7488,0.35243359071797903
7552,0.36167928713101843
7616,0.3583044036991763
7680,0.36464140809084533
7744,0.3735831117577383
7808,0.3759528797060227
7872,0.3754604813190903
7936,0.3814850578660649
8000,0.3801338068733687
8064,0.38933754140480814
8128,0.38596265797296603
8192,0.39238153362223505
8256,0.40143526489144354
8320,0.40381957745145686
8384,0.4033271790645245
8448,0.40944307626145465
8512,0.4080918252687584
8576,0.4177168334001978
8640,0.41434194996835566
8704,0.4206268475056247
8768,0.4296891149414015
8832,0.4321540386049417
8896,0.43166164021800935
8960,0.4378989716488443
9024,0.436547720656148
9088,0.4463225512515874
9152,0.44294766781974526
9216,0.44919722199701434
9280,0.4583592107592208
9344,0.46089028417432504
9408,0.46039788578739266
9472,0.466685043548234
9536,0.4653337925555377
9600,0.4751071403989771
9664,0.471732256967135
9728,0.478125470152404
9792,0.48731225716462356
9856,0.489930572095048
9920,0.4894381737081156
9984,0.4958751203116236
10048,0.49452386931892733
10112,0.5045825742183667
10176,0.5012076907865246
10240,0.5075060211557936
