game_id,candidate_as_adv_cost,best_as_adv_cost,winner,candidate_points,best_points,candidate_as_adv_file,best_as_adv_file
908000,6.938077274046147,5.920546682417269,candidate,1.0,0.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908000_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908000_adv_best_ctrl_candidate.csv
908001,56.83903011950529,56.973462839267384,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908001_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908001_adv_best_ctrl_candidate.csv
908002,108.9928522239202,113.04996566667901,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908002_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908002_adv_best_ctrl_candidate.csv
908003,22.26619840880483,22.26619840880483,tie,0.5,0.5,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908003_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908003_adv_best_ctrl_candidate.csv
908004,60.57101306279295,63.38555457388678,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908004_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908004_adv_best_ctrl_candidate.csv
908005,65.69580663491753,68.51376388002748,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908005_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908005_adv_best_ctrl_candidate.csv
908006,98.81007396330536,103.9840041690449,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908006_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908006_adv_best_ctrl_candidate.csv
908007,25.13337512258785,27.67777840050606,best,0.0,1.0,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908007_adv_candidate_ctrl_best.csv,simulator_output/mcts_dnn_logs/gen_000008/arena_games/game_908007_adv_best_ctrl_candidate.csv
