Batch Id,mlp_up_proj,mlp_activation,mlp_down_proj,mlp_down_proj_all_reduce,attn_pre_proj,attn_post_proj,attn_post_proj_all_reduce,attn_prefill,attn_kv_cache_save,attn_decode,attn_rope,pipeline_send_recv,add,input_layernorm,post_attention_layernorm,schedule,sample_e2e,prepare_inputs_e2e,model_execution_e2e,process_model_outputs,ray_comm_time,replica
147,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
152,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
156,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
160,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
165,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
169,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
173,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
177,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
182,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
186,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
190,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
195,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
199,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
203,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
208,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
212,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
216,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
220,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
226,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.015432,0.043887,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.812101,0,0,0
