Request Id,request_e2e_time,request_e2e_time_normalized,request_execution_time,request_execution_time_normalized,request_model_execution_time,request_model_execution_time_normalized,request_preemption_time,request_scheduling_delay,request_execution_plus_preemption_time,request_execution_plus_preemption_time_normalized,prefill_e2e_time,prefill_e2e_time_normalized,prefill_time_execution_plus_preemption,prefill_time_execution_plus_preemption_normalized,decode_time_execution_plus_preemption_normalized,request_inter_arrival_delay,request_num_tokens,request_num_prefill_tokens,request_num_prefill_tokens_cached,request_num_decode_tokens,request_pd_ratio,request_num_restarts,request_arrived_at,replica,__source__
101,103.97945,0.175345,25.246947,0.042575,25.246947,0.042575,0.0,78.732503,25.246947,0.042575,79.275476,0.008682,0.542972,5.9e-05,0.041659,0.601499,9724.0,9131.0,512.0,593.0,15.397976,0.0,45.171655,0,baseline
102,80.112124,2.584262,1.024852,0.03306,1.024852,0.03306,0.0,79.087272,1.024852,0.03306,79.202409,0.035342,0.115137,5.1e-05,0.029346,0.154535,2272.0,2241.0,512.0,31.0,72.290323,0.0,45.32619,0,baseline
103,99.619973,0.196102,21.945431,0.0432,21.945431,0.0432,0.0,77.674542,21.945431,0.0432,77.838011,0.026476,0.163469,5.6e-05,0.042878,1.5,3448.0,2940.0,512.0,508.0,5.787402,0.0,46.82619,0,baseline
104,91.826185,0.246183,14.770753,0.0396,14.770753,0.0396,0.0,77.055432,14.770753,0.0396,77.804211,0.006463,0.748779,6.2e-05,0.037592,0.754233,12412.0,12039.0,512.0,373.0,32.276139,0.0,47.580423,0,baseline
105,98.968288,0.195977,21.830702,0.043229,21.830702,0.043229,0.0,77.137586,21.830702,0.043229,77.226931,0.048297,0.089345,5.6e-05,0.043052,0.63096,2104.0,1599.0,512.0,505.0,3.166337,0.0,48.211383,0,baseline
106,104.456048,0.168206,27.554585,0.044371,27.554585,0.044371,0.0,76.901463,27.554585,0.044371,77.065158,0.026538,0.163695,5.6e-05,0.044108,0.298338,3525.0,2904.0,512.0,621.0,4.676329,0.0,48.509721,0,baseline
107,100.391474,0.189776,23.513769,0.044449,23.513769,0.044449,0.0,76.877705,23.513769,0.044449,77.650198,0.006206,0.772493,6.2e-05,0.042989,0.158893,13041.0,12512.0,512.0,529.0,23.652174,0.0,48.668614,0,baseline
108,78.982335,4.64602,1.41866,0.083451,1.41866,0.083451,0.0,77.563675,1.41866,0.083451,78.491596,0.005583,0.927921,6.6e-05,0.028867,0.050679,14075.0,14058.0,512.0,17.0,826.941176,0.0,48.719293,0,baseline
109,94.7518,0.26467,17.46277,0.048779,17.46277,0.048779,0.0,77.289031,17.46277,0.048779,78.215306,0.005508,0.926275,6.5e-05,0.046191,1.164477,14559.0,14201.0,512.0,358.0,39.667598,0.0,49.88377,0,baseline
110,85.43529,0.469425,7.562314,0.041551,7.562314,0.041551,0.0,77.872976,7.562314,0.041551,79.029747,0.004655,1.156771,6.8e-05,0.035195,0.304197,17158.0,16976.0,512.0,182.0,93.274725,0.0,50.187968,0,baseline
111,102.595315,0.221588,23.718696,0.051228,23.718696,0.051228,0.0,78.87662,23.718696,0.051228,80.586836,0.003456,1.710216,7.3e-05,0.047535,0.113051,23783.0,23320.0,512.0,463.0,50.367171,0.0,50.301019,0,baseline
112,96.024704,0.313806,15.665472,0.051194,15.665472,0.051194,0.0,80.359232,15.665472,0.051194,80.927044,0.008993,0.567812,6.3e-05,0.049339,0.18261,9305.0,8999.0,512.0,306.0,29.408497,0.0,50.483629,0,baseline
113,87.680818,0.548005,7.220638,0.045129,7.220638,0.045129,0.0,80.46018,7.220638,0.045129,81.085217,0.008326,0.625037,6.4e-05,0.041223,0.432822,9899.0,9739.0,512.0,160.0,60.86875,0.0,50.916451,0,baseline
114,92.930184,0.407589,11.977297,0.052532,11.977297,0.052532,0.0,80.952887,11.977297,0.052532,81.217153,0.020068,0.264266,6.5e-05,0.051373,0.097262,4275.0,4047.0,512.0,228.0,17.75,0.0,51.013713,0,baseline
115,91.707177,0.411243,11.495516,0.051549,11.495516,0.051549,0.0,80.211661,11.495516,0.051549,80.30846,0.046745,0.096799,5.6e-05,0.051115,0.971108,1941.0,1718.0,512.0,223.0,7.704036,0.0,51.984821,0,baseline
116,92.979551,0.400774,13.413072,0.057815,13.413072,0.057815,0.0,79.566479,13.413072,0.057815,80.178264,0.008877,0.611785,6.8e-05,0.055178,0.710483,9264.0,9032.0,512.0,232.0,38.931034,0.0,52.695305,0,baseline
117,102.966041,0.179383,23.460771,0.040872,23.460771,0.040872,0.0,79.505271,23.460771,0.040872,79.6038,0.056497,0.098529,7e-05,0.040701,0.635525,1983.0,1409.0,512.0,574.0,2.454704,0.0,53.330829,0,baseline
118,103.518063,0.168049,24.228027,0.039331,24.228027,0.039331,0.0,79.290036,24.228027,0.039331,81.208333,0.003399,1.918297,8e-05,0.036217,0.282899,24507.0,23891.0,512.0,616.0,38.784091,0.0,53.613728,0,baseline
119,91.5977,13.085386,10.930984,1.561569,10.930984,1.561569,0.0,80.666716,10.930984,1.561569,91.426229,0.001043,10.759513,0.000123,0.024496,0.493503,87691.0,87684.0,512.0,7.0,12526.285714,0.0,54.107231,0,baseline
120,103.149029,0.208804,12.253008,0.024804,12.253008,0.024804,0.0,90.896021,12.253008,0.024804,91.274231,0.016081,0.37821,6.7e-05,0.024038,0.438653,6170.0,5676.0,512.0,494.0,11.489879,0.0,54.545884,0,baseline
121,94.12638,1.0576,3.406404,0.038274,3.406404,0.038274,0.0,90.719977,3.406404,0.038274,91.094712,0.013876,0.374735,5.7e-05,0.034064,0.524692,6654.0,6565.0,512.0,89.0,73.764045,0.0,55.070576,0,baseline
122,101.564976,0.300488,10.5457,0.0312,10.5457,0.0312,0.0,91.019276,10.5457,0.0312,92.038616,0.005765,1.019339,6.4e-05,0.028184,0.044112,16304.0,15966.0,512.0,338.0,47.236686,0.0,55.114688,0,baseline
123,103.081431,0.257704,11.348907,0.028372,11.348907,0.028372,0.0,91.732523,11.348907,0.028372,98.746079,0.001408,7.013555,0.0001,0.010838,0.268762,70557.0,70157.0,512.0,400.0,175.3925,0.0,55.38345,0,baseline
124,104.572801,0.184758,5.92377,0.010466,5.92377,0.010466,0.0,98.649031,5.92377,0.010466,99.505291,0.007266,0.85626,6.3e-05,0.008953,0.021252,14261.0,13695.0,512.0,566.0,24.196113,0.0,55.404702,0,baseline
125,103.378426,0.226707,4.248617,0.009317,4.248617,0.009317,0.0,99.129809,4.248617,0.009317,99.266293,0.041241,0.136484,5.7e-05,0.009018,0.3406,2863.0,2407.0,512.0,456.0,5.278509,0.0,55.745303,0,baseline
126,102.732839,0.259426,3.693001,0.009326,3.693001,0.009326,0.0,99.039838,3.693001,0.009326,99.116572,0.06985,0.076734,5.4e-05,0.009132,0.200135,1815.0,1419.0,512.0,396.0,3.583333,0.0,55.945438,0,baseline
127,103.000403,0.234625,3.987476,0.009083,3.987476,0.009083,0.0,99.012927,3.987476,0.009083,99.074303,0.070365,0.061376,4.4e-05,0.008943,0.078049,1847.0,1408.0,512.0,439.0,3.207289,0.0,56.023487,0,baseline
0,,,,,,,,,,,,,,,,0.743513,7770.0,7270.0,,500.0,14.54,,0.743513,0,pre_snapshot
1,,,,,,,,,,,,,,,,0.288909,8324.0,7834.0,,490.0,15.987755,,1.032422,0,pre_snapshot
0,8.53016,0.01706,8.53016,0.01706,8.53016,0.01706,0.0,0.0,8.53016,0.01706,0.364484,5e-05,0.364484,5e-05,0.016331,,,,7270.0,,,0.0,,2,branch_B
1,8.369859,0.017081,8.32155,0.016983,8.32155,0.016983,0.0,0.048308,8.32155,0.016983,0.430774,5.5e-05,0.382466,4.9e-05,0.016202,,,,7834.0,,,0.0,,2,branch_B
2,24.059732,0.030302,24.059155,0.030301,24.059155,0.030301,0.0,0.000577,24.059155,0.030301,0.373319,4.8e-05,0.372743,4.8e-05,0.029832,2.010496,8542.0,7748.0,512.0,794.0,9.758186,0.0,2.010496,2,branch_B
3,5.144937,0.016281,5.137354,0.016257,5.137354,0.016257,0.0,0.007583,5.137354,0.016257,0.126969,4.5e-05,0.119386,4.3e-05,0.01588,0.597619,3118.0,2802.0,512.0,316.0,8.867089,0.0,2.608115,2,branch_B
4,0.422965,0.140988,0.37046,0.123487,0.37046,0.123487,0.0,0.052505,0.37046,0.123487,0.40733,5.6e-05,0.354826,4.9e-05,0.005212,0.049456,7275.0,7272.0,512.0,3.0,2424.0,0.0,2.65757,2,branch_B
5,4.337389,0.025072,4.329705,0.025027,4.329705,0.025027,0.0,0.007684,4.329705,0.025027,0.247416,4.6e-05,0.239732,4.5e-05,0.023641,1.5,5519.0,5346.0,512.0,173.0,30.901734,0.0,4.15757,2,branch_B
6,20.088488,0.044345,20.082434,0.044332,20.082434,0.044332,0.0,0.006054,20.082434,0.044332,1.492815,6.3e-05,1.486762,6.3e-05,0.04105,0.715938,24106.0,23653.0,512.0,453.0,52.214128,0.0,4.873509,2,branch_B
7,21.411483,0.04675,20.730662,0.045263,20.730662,0.045263,0.0,0.680821,20.730662,0.045263,2.532636,9.2e-05,1.851815,6.8e-05,0.04122,0.77104,27858.0,27400.0,512.0,458.0,59.825328,0.0,5.644549,2,branch_B
8,19.980476,0.049703,17.560587,0.043683,17.560587,0.043683,0.0,2.419889,17.560587,0.043683,3.059766,0.000278,0.639877,5.8e-05,0.042091,0.068548,11412.0,11010.0,512.0,402.0,27.38806,0.0,5.713097,2,branch_B
9,28.560094,0.04682,25.832045,0.042348,25.832045,0.042348,0.0,2.728049,25.832045,0.042348,3.812737,0.000212,1.084688,6e-05,0.040569,0.299269,18572.0,17962.0,512.0,610.0,29.445902,0.0,6.012366,2,branch_B
10,7.055492,0.099373,3.512062,0.049466,3.512062,0.049466,0.0,3.54343,3.512062,0.049466,4.382582,0.000312,0.839152,6e-05,0.037647,0.231651,14127.0,14056.0,512.0,71.0,197.971831,0.0,6.244018,2,branch_B
11,26.773661,0.066601,23.732893,0.059037,23.732893,0.059037,0.0,3.040767,23.732893,0.059037,12.926128,0.000147,9.885361,0.000113,0.034447,1.307041,88083.0,87681.0,512.0,402.0,218.11194,0.0,7.551058,2,branch_B
12,31.373881,0.057252,19.053565,0.034769,19.053565,0.034769,0.0,12.320315,19.053565,0.034769,12.776394,0.001869,0.456078,6.7e-05,0.033937,0.516223,7384.0,6836.0,512.0,548.0,12.474453,0.0,8.067281,2,branch_B
13,24.390032,0.068898,12.509601,0.035338,12.509601,0.035338,0.0,11.88043,12.509601,0.035338,12.017147,0.004761,0.136717,5.4e-05,0.034952,0.86513,2878.0,2524.0,512.0,354.0,7.129944,0.0,8.932411,2,branch_B
14,12.48868,0.892049,0.791865,0.056562,0.791865,0.056562,0.0,11.696815,0.791865,0.056562,12.122024,0.001547,0.425209,5.4e-05,0.02619,0.292967,7850.0,7836.0,512.0,14.0,559.714286,0.0,9.225378,2,branch_B
15,17.305984,0.119352,5.344075,0.036856,5.344075,0.036856,0.0,11.961909,5.344075,0.036856,12.551662,0.001264,0.589753,5.9e-05,0.032788,0.128893,10075.0,9930.0,512.0,145.0,68.482759,0.0,9.354271,2,branch_B
16,24.698915,0.069574,12.584553,0.035449,12.584553,0.035449,0.0,12.114362,12.584553,0.035449,12.199352,0.008549,0.08499,6e-05,0.03521,0.404374,1782.0,1427.0,512.0,355.0,4.019718,0.0,9.758645,2,branch_B
17,29.054316,0.062348,16.914343,0.036297,16.914343,0.036297,0.0,12.139973,16.914343,0.036297,12.931178,0.000968,0.791204,5.9e-05,0.034599,0.032972,13824.0,13358.0,512.0,466.0,28.665236,0.0,9.791617,2,branch_B
18,45.545664,0.049027,33.529095,0.036092,33.529095,0.036092,0.0,12.016569,33.529095,0.036092,13.42662,0.000639,1.410051,6.7e-05,0.034574,0.879059,21947.0,21018.0,512.0,929.0,22.624327,0.0,10.670677,2,branch_B
19,26.089124,0.074754,13.203033,0.037831,13.203033,0.037831,0.0,12.886091,13.203033,0.037831,14.015802,0.000819,1.129711,6.6e-05,0.034594,0.49938,17470.0,17121.0,512.0,349.0,49.057307,0.0,11.170057,2,branch_B
20,27.972066,0.0756,14.70432,0.039741,14.70432,0.039741,0.0,13.267746,14.70432,0.039741,15.222102,0.000567,1.954356,7.3e-05,0.034459,0.70959,27235.0,26865.0,512.0,370.0,72.608108,0.0,11.879647,2,branch_B
21,31.35723,0.066015,16.39973,0.034526,16.39973,0.034526,0.0,14.9575,16.39973,0.034526,15.340301,0.002335,0.382801,5.8e-05,0.03372,0.218885,7046.0,6571.0,512.0,475.0,13.833684,0.0,12.098532,2,branch_B
22,28.497485,0.067851,14.687864,0.034971,14.687864,0.034971,0.0,13.809621,14.687864,0.034971,14.174031,0.002192,0.364409,5.6e-05,0.034103,1.5,6886.0,6466.0,512.0,420.0,15.395238,0.0,13.598532,2,branch_B
23,43.088335,0.050812,30.062775,0.035451,30.062775,0.035451,0.0,13.02556,30.062775,0.035451,13.751159,0.00116,0.725599,6.1e-05,0.034596,1.11803,12699.0,11851.0,512.0,848.0,13.975236,0.0,14.716562,2,branch_B
24,17.269704,0.215871,4.307017,0.053838,4.307017,0.053838,0.0,12.962687,4.307017,0.053838,13.976682,0.000891,1.013995,6.5e-05,0.041163,0.753403,15764.0,15684.0,512.0,80.0,196.05,0.0,15.469965,2,branch_B
25,26.222086,0.098951,12.391983,0.046762,12.391983,0.046762,0.0,13.830104,12.391983,0.046762,17.923778,0.000386,4.093674,8.8e-05,0.031314,0.108232,46699.0,46434.0,512.0,265.0,175.222642,0.0,15.578197,2,branch_B
26,18.399285,0.707665,0.850112,0.032697,0.850112,0.032697,0.0,17.549173,0.850112,0.032697,17.664537,0.011287,0.115364,7.4e-05,0.02826,0.314355,1591.0,1565.0,512.0,26.0,60.192308,0.0,15.892553,2,branch_B
27,42.851366,0.057519,25.237157,0.033875,25.237157,0.033875,0.0,17.61421,25.237157,0.033875,17.962643,0.002887,0.348433,5.6e-05,0.033408,0.022396,6967.0,6222.0,512.0,745.0,8.351678,0.0,15.914949,2,branch_B
28,18.602791,1.691163,0.755692,0.068699,0.755692,0.068699,0.0,17.847099,0.755692,0.068699,18.325981,0.002365,0.478883,6.2e-05,0.025165,0.083789,7761.0,7750.0,512.0,11.0,704.545455,0.0,15.998738,2,branch_B
29,38.109115,0.065255,20.39052,0.034915,20.39052,0.034915,0.0,17.718596,20.39052,0.034915,18.375756,0.001691,0.65716,6e-05,0.03379,0.574504,11451.0,10867.0,512.0,584.0,18.607877,0.0,16.573242,2,branch_B
30,38.731698,0.062978,21.072282,0.034264,21.072282,0.034264,0.0,17.659416,21.072282,0.034264,17.770681,0.008934,0.111266,5.6e-05,0.034083,0.68278,2604.0,1989.0,512.0,615.0,3.234146,0.0,17.256021,2,branch_B
31,28.317979,0.08232,12.073882,0.035098,12.073882,0.035098,0.0,16.244096,12.073882,0.035098,17.227066,0.001085,0.982969,6.2e-05,0.032241,1.5,16222.0,15878.0,512.0,344.0,46.156977,0.0,18.756021,2,branch_B
32,27.219006,0.088087,10.226687,0.033096,10.226687,0.033096,0.0,16.992319,10.226687,0.033096,17.247976,0.003994,0.255657,5.9e-05,0.032269,0.197133,4627.0,4318.0,512.0,309.0,13.97411,0.0,18.953154,2,branch_B
33,17.544141,17.544141,0.556626,0.556626,0.556626,0.556626,0.0,16.987515,0.556626,0.556626,17.544141,0.00189,0.556626,6e-05,0.0,0.231383,9285.0,9284.0,512.0,1.0,9284.0,0.0,19.184537,2,branch_B
34,26.628748,0.111885,9.434864,0.039642,9.434864,0.039642,0.0,17.193884,9.434864,0.039642,19.096815,0.000716,1.90293,7.1e-05,0.031647,0.31702,26906.0,26668.0,512.0,238.0,112.05042,0.0,19.501557,2,branch_B
35,35.462735,0.078982,16.516451,0.036785,16.516451,0.036785,0.0,18.946284,16.516451,0.036785,20.060038,0.00117,1.113753,6.5e-05,0.034304,0.105034,17596.0,17147.0,512.0,449.0,38.18931,0.0,19.606592,2,branch_B
36,20.956498,0.676016,1.0046,0.032406,1.0046,0.032406,0.0,19.951899,1.0046,0.032406,20.123348,0.007174,0.171449,6.1e-05,0.026876,0.069586,2836.0,2805.0,512.0,31.0,90.483871,0.0,19.676178,2,branch_B
37,27.59344,0.114973,7.820659,0.032586,7.820659,0.032586,0.0,19.772781,7.820659,0.032586,19.852685,0.01224,0.079903,4.9e-05,0.032253,0.32285,1862.0,1622.0,512.0,240.0,6.758333,0.0,19.999028,2,branch_B
38,38.778653,0.069871,19.08106,0.03438,19.08106,0.03438,0.0,19.697593,19.08106,0.03438,19.910941,0.004809,0.213348,5.2e-05,0.033996,0.128679,4695.0,4140.0,512.0,555.0,7.459459,0.0,20.127707,2,branch_B
39,37.424199,0.07142,18.095872,0.034534,18.095872,0.034534,0.0,19.328327,18.095872,0.034534,19.488081,0.007642,0.159754,6.3e-05,0.034229,0.55405,3074.0,2550.0,512.0,524.0,4.866412,0.0,20.681757,2,branch_B
40,39.234098,0.066838,20.060934,0.034175,20.060934,0.034175,0.0,19.173164,20.060934,0.034175,19.279439,0.007987,0.106275,4.4e-05,0.033994,0.287373,3001.0,2414.0,512.0,587.0,4.112436,0.0,20.96913,2,branch_B
41,27.137368,0.119548,8.778866,0.038673,8.778866,0.038673,0.0,18.358502,8.778866,0.038673,19.307389,0.001327,0.948887,6.5e-05,0.034493,0.893918,14780.0,14553.0,512.0,227.0,64.110132,0.0,21.863048,2,branch_B
42,27.854232,0.116545,9.18572,0.038434,9.18572,0.038434,0.0,18.668512,9.18572,0.038434,19.470065,0.001544,0.801553,6.4e-05,0.03508,0.602428,12846.0,12607.0,512.0,239.0,52.748954,0.0,22.465476,2,branch_B
43,30.669598,0.094659,11.421233,0.035251,11.421233,0.035251,0.0,19.248365,11.421233,0.035251,19.336136,0.012254,0.087771,5.6e-05,0.03498,0.18725,1902.0,1578.0,512.0,324.0,4.87037,0.0,22.652726,2,branch_B
44,26.365151,0.129878,7.948675,0.039156,7.948675,0.039156,0.0,18.416476,7.948675,0.039156,19.049818,0.001881,0.633342,6.3e-05,0.036036,0.892669,10330.0,10127.0,512.0,203.0,49.8867,0.0,23.545396,2,branch_B
45,23.037191,0.219402,4.83813,0.046077,4.83813,0.046077,0.0,18.199061,4.83813,0.046077,19.608413,0.000957,1.409352,6.9e-05,0.032655,0.816774,20593.0,20488.0,512.0,105.0,195.12381,0.0,24.36217,2,branch_B
46,36.22542,0.075313,16.903936,0.035143,16.903936,0.035143,0.0,19.321484,16.903936,0.035143,19.744081,0.002806,0.422597,6e-05,0.034265,0.245086,7518.0,7037.0,512.0,481.0,14.629938,0.0,24.607255,2,branch_B
47,31.273753,0.096524,11.731727,0.036209,11.731727,0.036209,0.0,19.542026,11.731727,0.036209,19.62737,0.01392,0.085344,6.1e-05,0.035946,0.170069,1734.0,1410.0,512.0,324.0,4.351852,0.0,24.777324,2,branch_B
48,32.174046,0.089125,13.147322,0.036419,13.147322,0.036419,0.0,19.026725,13.147322,0.036419,19.368226,0.003281,0.341501,5.8e-05,0.035473,0.573632,6264.0,5903.0,512.0,361.0,16.351801,0.0,25.350956,2,branch_B
49,33.604161,0.092829,14.34205,0.039619,14.34205,0.039619,0.0,19.262111,14.34205,0.039619,21.005026,0.00087,1.742915,7.2e-05,0.034804,0.075268,24505.0,24143.0,512.0,362.0,66.69337,0.0,25.426223,2,branch_B
50,43.637869,0.074088,22.788594,0.03869,22.788594,0.03869,0.0,20.849275,22.788594,0.03869,24.084985,0.000619,3.23571,8.3e-05,0.033197,0.111514,39484.0,38895.0,512.0,589.0,66.035654,0.0,25.537738,2,branch_B
51,38.108196,0.091827,14.080853,0.03393,14.080853,0.03393,0.0,24.027343,14.080853,0.03393,24.521708,0.003044,0.494365,6.1e-05,0.032739,0.003695,8470.0,8055.0,512.0,415.0,19.409639,0.0,25.541433,2,branch_B
52,31.727973,0.144877,8.010729,0.036579,8.010729,0.036579,0.0,23.717245,8.010729,0.036579,24.281296,0.00256,0.564051,5.9e-05,0.034003,0.773054,9705.0,9486.0,512.0,219.0,43.315068,0.0,26.314487,2,branch_B
53,45.417777,0.077373,21.715248,0.036994,21.715248,0.036994,0.0,23.702529,21.715248,0.036994,25.508769,0.00103,1.80624,7.3e-05,0.033917,0.54659,25345.0,24758.0,512.0,587.0,42.177172,0.0,26.861077,2,branch_B
54,39.630697,0.095038,14.777752,0.035438,14.777752,0.035438,0.0,24.852945,14.777752,0.035438,25.967897,0.001596,1.114951,6.9e-05,0.032765,0.61067,16690.0,16273.0,512.0,417.0,39.023981,0.0,27.471747,2,branch_B
55,42.616983,0.092847,17.447286,0.038012,17.447286,0.038012,0.0,25.169696,17.447286,0.038012,27.328536,0.000969,2.15884,7.7e-05,0.033308,0.758724,28672.0,28213.0,512.0,459.0,61.466231,0.0,28.23047,2,branch_B
56,30.651393,0.312769,3.6763,0.037513,3.6763,0.037513,0.0,26.975094,3.6763,0.037513,27.713147,0.002399,0.738053,6.4e-05,0.029982,0.30709,11651.0,11553.0,512.0,98.0,117.887755,0.0,28.537561,2,branch_B
57,28.244949,1.176873,0.986692,0.041112,0.986692,0.041112,0.0,27.258257,0.986692,0.041112,27.566762,0.005155,0.308505,5.8e-05,0.028258,0.420523,5372.0,5348.0,512.0,24.0,222.833333,0.0,28.958084,2,branch_B
58,39.32384,0.110771,11.86201,0.033414,11.86201,0.033414,0.0,27.46183,11.86201,0.033414,27.62288,0.009652,0.161051,5.6e-05,0.03296,0.075293,3217.0,2862.0,512.0,355.0,8.061972,0.0,29.033377,2,branch_B
59,41.801547,0.099291,14.266898,0.033888,14.266898,0.033888,0.0,27.534648,14.266898,0.033888,27.617941,0.0191,0.083292,5.8e-05,0.03369,0.060818,1867.0,1446.0,512.0,421.0,3.434679,0.0,29.094196,2,branch_B
60,45.975428,0.088076,18.937718,0.036279,18.937718,0.036279,0.0,27.03771,18.937718,0.036279,27.986992,0.001918,0.949282,6.5e-05,0.034461,0.551917,15115.0,14593.0,512.0,522.0,27.955939,0.0,29.646113,2,branch_B
61,40.833974,0.108891,13.201727,0.035205,13.201727,0.035205,0.0,27.632247,13.201727,0.035205,28.141368,0.003332,0.509122,6e-05,0.033847,0.318474,8822.0,8447.0,512.0,375.0,22.525333,0.0,29.964588,2,branch_B
62,46.967608,0.087954,19.274582,0.036095,19.274582,0.036095,0.0,27.693026,19.274582,0.036095,28.597664,0.001986,0.904638,6.3e-05,0.034401,0.416476,14932.0,14398.0,512.0,534.0,26.962547,0.0,30.381064,2,branch_B
63,29.671621,0.520555,1.834458,0.032183,1.834458,0.032183,0.0,27.837163,1.834458,0.032183,27.925238,0.019805,0.088075,6.2e-05,0.030638,0.724082,1467.0,1410.0,512.0,57.0,24.736842,0.0,31.105146,2,branch_B
64,34.412553,0.193329,7.017016,0.039421,7.017016,0.039421,0.0,27.395536,7.017016,0.039421,28.715588,0.001421,1.320051,6.5e-05,0.032005,0.503543,20384.0,20206.0,512.0,178.0,113.516854,0.0,31.608689,2,branch_B
65,34.857338,0.178756,6.544997,0.033564,6.544997,0.033564,0.0,28.312341,6.544997,0.033564,28.500672,0.007711,0.188331,5.1e-05,0.032598,0.403247,3891.0,3696.0,512.0,195.0,18.953846,0.0,32.011936,2,branch_B
66,40.843706,0.111595,12.78123,0.034921,12.78123,0.034921,0.0,28.062475,12.78123,0.034921,28.223436,0.008923,0.160961,5.1e-05,0.034482,0.40959,3529.0,3163.0,512.0,366.0,8.642077,0.0,32.421526,2,branch_B
67,30.381698,1.168527,2.367043,0.09104,2.367043,0.09104,0.0,28.014655,2.367043,0.09104,29.67457,0.001254,1.659915,7e-05,0.027197,0.181167,23681.0,23655.0,512.0,26.0,909.807692,0.0,32.602693,2,branch_B
68,48.374127,0.089251,18.759101,0.034611,18.759101,0.034611,0.0,29.615026,18.759101,0.034611,29.969277,0.004658,0.354251,5.5e-05,0.033957,0.015651,6976.0,6434.0,512.0,542.0,11.870849,0.0,32.618345,2,branch_B
69,45.466659,0.103569,15.815118,0.036025,15.815118,0.036025,0.0,29.651541,15.815118,0.036025,30.174631,0.003375,0.523091,5.9e-05,0.034834,0.286987,9380.0,8941.0,512.0,439.0,20.366743,0.0,32.905332,2,branch_B
70,44.261172,0.11437,14.239794,0.036795,14.239794,0.036795,0.0,30.021378,14.239794,0.036795,30.546306,0.003446,0.524928,5.9e-05,0.035439,0.120771,9251.0,8864.0,512.0,387.0,22.904393,0.0,33.026103,2,branch_B
71,39.604713,0.167108,9.353122,0.039465,9.353122,0.039465,0.0,30.251591,9.353122,0.039465,31.049082,0.00245,0.797491,6.3e-05,0.0361,0.262571,12908.0,12671.0,512.0,237.0,53.464135,0.0,33.288674,2,branch_B
72,53.700974,0.089056,23.64726,0.039216,23.64726,0.039216,0.0,30.053714,23.64726,0.039216,32.185385,0.00112,2.131671,7.4e-05,0.035681,0.960034,29329.0,28726.0,512.0,603.0,47.638474,0.0,34.248708,2,branch_B
73,34.074663,11.358221,2.070245,0.690082,2.070245,0.690082,0.0,32.004417,2.070245,0.690082,34.02163,0.001242,2.017213,7.4e-05,0.017678,0.133247,27406.0,27403.0,512.0,3.0,9134.333333,0.0,34.381955,2,branch_B
74,45.929632,0.132362,11.984405,0.034537,11.984405,0.034537,0.0,33.945227,11.984405,0.034537,34.098915,0.012892,0.153688,5.8e-05,0.034094,0.030036,2992.0,2645.0,512.0,347.0,7.622478,0.0,34.411991,2,branch_B
75,45.221158,0.177338,11.315012,0.044373,11.315012,0.044373,0.0,33.906146,11.315012,0.044373,36.824376,0.000997,2.91823,7.9e-05,0.032929,0.165214,37189.0,36934.0,512.0,255.0,144.839216,0.0,34.577205,2,branch_B
76,46.171688,0.159213,9.573331,0.033011,9.573331,0.033011,0.0,36.598356,9.573331,0.033011,36.726805,0.01897,0.128448,6.6e-05,0.032569,0.173782,2226.0,1936.0,512.0,290.0,6.675862,0.0,34.750987,2,branch_B
77,50.661584,0.130908,14.503105,0.037476,14.503105,0.037476,0.0,36.158479,14.503105,0.037476,37.356283,0.002008,1.197804,6.4e-05,0.034381,0.542231,18991.0,18604.0,512.0,387.0,48.072351,0.0,35.293218,2,branch_B
78,58.971922,0.109613,22.061542,0.041007,22.061542,0.041007,0.0,36.91038,22.061542,0.041007,39.652226,0.001113,2.741845,7.7e-05,0.03591,0.407129,36176.0,35638.0,512.0,538.0,66.241636,0.0,35.700348,2,branch_B
79,40.38514,0.841357,1.550663,0.032305,1.550663,0.032305,0.0,38.834477,1.550663,0.032305,38.937373,0.02656,0.102896,7e-05,0.030162,0.766003,1514.0,1466.0,512.0,48.0,30.541667,0.0,36.46635,2,branch_B
80,63.075574,0.100279,24.709939,0.039284,24.709939,0.039284,0.0,38.365635,24.709939,0.039284,39.403232,0.002408,1.037596,6.3e-05,0.037635,0.545789,16993.0,16364.0,512.0,629.0,26.015898,0.0,37.012139,2,branch_B
81,64.245303,0.101654,25.140632,0.039779,25.140632,0.039779,0.0,39.104671,25.140632,0.039779,39.675106,0.004068,0.570436,5.8e-05,0.038877,0.260764,10386.0,9754.0,512.0,632.0,15.433544,0.0,37.272903,2,branch_B
82,56.558308,0.122953,17.756829,0.038602,17.756829,0.038602,0.0,38.801478,17.756829,0.038602,39.63683,0.002949,0.835352,6.2e-05,0.036786,0.841059,13899.0,13439.0,512.0,460.0,29.215217,0.0,38.113962,2,branch_B
83,53.560225,0.155247,14.050233,0.040725,14.050233,0.040725,0.0,39.509992,14.050233,0.040725,40.677657,0.002221,1.167665,6.4e-05,0.037341,0.091345,18656.0,18311.0,512.0,345.0,53.075362,0.0,38.205307,2,branch_B
84,41.124042,41.124042,0.496679,0.496679,0.496679,0.496679,0.0,40.627363,0.496679,0.496679,41.124042,0.004812,0.496679,5.8e-05,0.0,0.011487,8547.0,8546.0,512.0,1.0,8546.0,0.0,38.216794,2,branch_B
