game_id,history_hops,model_kind,model_checkpoint,cycle1_label,cycle1_slo_violations,cycle1_total_lateness,cycle1_total_cost,cycle1_end_reason,cycle2_label,cycle2_slo_violations,cycle2_total_lateness,cycle2_total_cost,cycle2_end_reason,cost_delta_cycle2_minus_cycle1,better_cycle,cycle1_log_file,cycle2_log_file
12000000,0,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,30,4.388654470965659,34.38865447096566,time_limit,model_adv_depth1_vs_model_ctrl_depth1,28,2.923391037625705,30.923391037625706,time_limit,-3.465263433339956,model_adv_depth1_vs_model_ctrl_depth1,,
12000001,40,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,21,25.26376688546085,46.26376688546085,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,24.56424094797148,37.564240947971484,time_limit,-8.69952593748937,model_adv_depth1_vs_model_ctrl_depth1,,
12000002,64,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,17,34.15921040326842,51.15921040326842,time_limit,model_adv_depth1_vs_model_ctrl_depth1,9,33.841171408236185,42.841171408236185,time_limit,-8.318038995032232,model_adv_depth1_vs_model_ctrl_depth1,,
12000003,65,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,27,50.40405300088974,77.40405300088975,time_limit,model_adv_depth1_vs_model_ctrl_depth1,22,50.39425810325505,72.39425810325505,time_limit,-5.009794897634691,model_adv_depth1_vs_model_ctrl_depth1,,
12000004,82,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,21,61.42252030205022,82.42252030205023,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,60.52461430108278,73.52461430108278,time_limit,-8.897906000967453,model_adv_depth1_vs_model_ctrl_depth1,,
12000005,13,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,13,6.731238950092731,19.73123895009273,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,7.2829910762107835,19.282991076210784,time_limit,-0.44824787388194665,model_adv_depth1_vs_model_ctrl_depth1,,
12000006,28,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,19,19.36215244056241,38.36215244056241,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,18.5662920152245,32.566292015224505,time_limit,-5.7958604253379065,model_adv_depth1_vs_model_ctrl_depth1,,
12000007,76,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,45.87071764524249,61.87071764524249,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,46.221169411438616,56.221169411438616,time_limit,-5.649548233803877,model_adv_depth1_vs_model_ctrl_depth1,,
12000008,79,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,13,33.79344141236214,46.79344141236214,time_limit,model_adv_depth1_vs_model_ctrl_depth1,7,33.21831688575243,40.21831688575243,time_limit,-6.575124526609713,model_adv_depth1_vs_model_ctrl_depth1,,
12000009,71,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,20,36.779594492469975,56.779594492469975,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,37.014735101608,49.014735101608,time_limit,-7.764859390861979,model_adv_depth1_vs_model_ctrl_depth1,,
12000010,53,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,19,46.87222343715204,65.87222343715203,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,45.37682906582832,55.37682906582832,time_limit,-10.495394371323712,model_adv_depth1_vs_model_ctrl_depth1,,
12000011,73,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,18,45.86282780070613,63.86282780070613,time_limit,model_adv_depth1_vs_model_ctrl_depth1,9,45.36220809316856,54.36220809316856,time_limit,-9.500619707537567,model_adv_depth1_vs_model_ctrl_depth1,,
12000012,70,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,15,54.73103275867015,69.73103275867015,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,55.5162386255185,69.5162386255185,time_limit,-0.2147941331516563,model_adv_depth1_vs_model_ctrl_depth1,,
12000013,62,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,26,52.70800572673347,78.70800572673346,time_limit,model_adv_depth1_vs_model_ctrl_depth1,18,51.89803497434834,69.89803497434835,time_limit,-8.809970752385112,model_adv_depth1_vs_model_ctrl_depth1,,
12000014,75,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,15,51.85977381336863,66.85977381336863,time_limit,model_adv_depth1_vs_model_ctrl_depth1,11,51.51549753081222,62.51549753081222,time_limit,-4.3442762825564145,model_adv_depth1_vs_model_ctrl_depth1,,
12000015,56,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,37.01020462721718,53.01020462721718,time_limit,model_adv_depth1_vs_model_ctrl_depth1,8,36.28271622024842,44.28271622024842,time_limit,-8.72748840696876,model_adv_depth1_vs_model_ctrl_depth1,,
12000016,30,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,17,22.44493740351968,39.44493740351968,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,21.59014684699652,33.59014684699652,time_limit,-5.854790556523163,model_adv_depth1_vs_model_ctrl_depth1,,
12000017,15,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,18,10.11884242260815,28.11884242260815,time_limit,model_adv_depth1_vs_model_ctrl_depth1,5,9.142060356153218,14.142060356153218,time_limit,-13.976782066454932,model_adv_depth1_vs_model_ctrl_depth1,,
12000018,78,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,23,43.93879366108829,66.93879366108828,time_limit,model_adv_depth1_vs_model_ctrl_depth1,17,43.18807739751673,60.18807739751673,time_limit,-6.7507162635715545,model_adv_depth1_vs_model_ctrl_depth1,,
12000019,10,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,15,9.669858577835715,24.669858577835715,time_limit,model_adv_depth1_vs_model_ctrl_depth1,5,9.12768418607817,14.12768418607817,time_limit,-10.542174391757545,model_adv_depth1_vs_model_ctrl_depth1,,
12000020,14,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,13,9.880756461790536,22.880756461790536,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,9.728963324818794,19.728963324818793,time_limit,-3.151793136971744,model_adv_depth1_vs_model_ctrl_depth1,,
12000021,36,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,24,41.51350786878871,65.51350786878871,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,39.777427431397264,51.777427431397264,time_limit,-13.736080437391443,model_adv_depth1_vs_model_ctrl_depth1,,
