game_id,history_hops,model_kind,model_checkpoint,cycle1_label,cycle1_slo_violations,cycle1_total_lateness,cycle1_total_cost,cycle1_end_reason,cycle2_label,cycle2_slo_violations,cycle2_total_lateness,cycle2_total_cost,cycle2_end_reason,cost_delta_cycle2_minus_cycle1,better_cycle,cycle1_log_file,cycle2_log_file
12000000,0,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,30,2.9203415749626145,32.92034157496261,time_limit,model_adv_depth1_vs_model_ctrl_depth1,28,2.1857604425735815,30.18576044257358,time_limit,-2.7345811323890317,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000000_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000000_model_adv_depth1_vs_model_ctrl_depth1.csv
12000001,40,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,20,25.425860525946934,45.42586052594693,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,24.658288429877523,38.65828842987752,time_limit,-6.767572096069408,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000001_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000001_model_adv_depth1_vs_model_ctrl_depth1.csv
12000002,64,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,34.141191618472256,50.141191618472256,time_limit,model_adv_depth1_vs_model_ctrl_depth1,8,33.557890746788175,41.557890746788175,time_limit,-8.58330087168408,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000002_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000002_model_adv_depth1_vs_model_ctrl_depth1.csv
12000003,65,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,29,50.61325909216078,79.61325909216077,time_limit,model_adv_depth1_vs_model_ctrl_depth1,26,50.26213155464122,76.26213155464123,time_limit,-3.3511275375195453,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000003_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000003_model_adv_depth1_vs_model_ctrl_depth1.csv
12000004,82,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,60.9893071295576,76.9893071295576,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,60.26849508002492,70.26849508002492,time_limit,-6.720812049532682,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000004_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000004_model_adv_depth1_vs_model_ctrl_depth1.csv
12000005,13,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,15,6.9187764544649655,21.918776454464965,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,6.24167232988422,16.24167232988422,time_limit,-5.677104124580744,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000005_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000005_model_adv_depth1_vs_model_ctrl_depth1.csv
12000006,28,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,24,20.38110519512856,44.381105195128555,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,18.54881297073161,31.54881297073161,time_limit,-12.832292224396944,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000006_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000006_model_adv_depth1_vs_model_ctrl_depth1.csv
12000007,76,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,45.631286696107026,61.631286696107026,time_limit,model_adv_depth1_vs_model_ctrl_depth1,9,45.35462277874753,54.35462277874753,time_limit,-7.2766639173594925,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000007_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000007_model_adv_depth1_vs_model_ctrl_depth1.csv
12000008,79,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,15,33.98413999712888,48.98413999712888,time_limit,model_adv_depth1_vs_model_ctrl_depth1,11,33.44789659216694,44.44789659216694,time_limit,-4.536243404961937,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000008_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000008_model_adv_depth1_vs_model_ctrl_depth1.csv
12000009,71,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,24,37.52395277166807,61.52395277166807,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,36.608380954435795,50.608380954435795,time_limit,-10.915571817232276,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000009_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000009_model_adv_depth1_vs_model_ctrl_depth1.csv
12000010,53,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,20,46.958483668525645,66.95848366852564,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,45.81523269525551,58.81523269525551,time_limit,-8.143250973270135,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000010_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000010_model_adv_depth1_vs_model_ctrl_depth1.csv
12000011,73,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,45.61844845249038,61.61844845249038,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,45.320883238061356,55.320883238061356,time_limit,-6.297565214429021,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000011_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000011_model_adv_depth1_vs_model_ctrl_depth1.csv
12000012,70,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,20,55.39028273824606,75.39028273824606,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,54.43649451040094,66.43649451040093,time_limit,-8.953788227845124,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000012_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000012_model_adv_depth1_vs_model_ctrl_depth1.csv
12000013,62,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,26,53.42632542099805,79.42632542099804,time_limit,model_adv_depth1_vs_model_ctrl_depth1,19,51.97577471141309,70.9757747114131,time_limit,-8.450550709584945,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000013_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000013_model_adv_depth1_vs_model_ctrl_depth1.csv
12000014,75,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,19,52.11711225218851,71.11711225218852,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,51.3097986297593,63.3097986297593,time_limit,-7.80731362242922,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000014_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000014_model_adv_depth1_vs_model_ctrl_depth1.csv
12000015,56,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,17,37.02716231585734,54.02716231585734,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,36.29299663563408,48.29299663563408,time_limit,-5.734165680223256,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000015_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000015_model_adv_depth1_vs_model_ctrl_depth1.csv
12000016,30,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,21,23.032774525810296,44.0327745258103,time_limit,model_adv_depth1_vs_model_ctrl_depth1,16,21.828272248630824,37.828272248630824,time_limit,-6.204502277179472,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000016_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000016_model_adv_depth1_vs_model_ctrl_depth1.csv
12000017,15,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,16,10.090181123890321,26.09018112389032,time_limit,model_adv_depth1_vs_model_ctrl_depth1,8,9.263014226675104,17.263014226675104,time_limit,-8.827166897215218,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000017_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000017_model_adv_depth1_vs_model_ctrl_depth1.csv
12000018,78,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,25,44.16111889593549,69.16111889593549,time_limit,model_adv_depth1_vs_model_ctrl_depth1,17,42.73558103025569,59.73558103025569,time_limit,-9.4255378656798,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000018_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000018_model_adv_depth1_vs_model_ctrl_depth1.csv
12000019,10,classical_joblib,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/BellmanConvergence/cliff_aware_full_50v/Model_Version10/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,17,10.296802631023022,27.29680263102302,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,9.28710511714306,19.28710511714306,time_limit,-8.00969751387996,model_adv_depth1_vs_model_ctrl_depth1,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000019_model_adv_depth1_vs_trivial_ctrl.csv,/home/ubuntu/vidur-classical-search/simulator_output/GV3_Agent/Model_Tester_Results/cliff_aware_v10_50games_5sec/arena_games/game_12000019_model_adv_depth1_vs_model_ctrl_depth1.csv
