game_id,history_hops,model_kind,model_checkpoint,cycle1_label,cycle1_slo_violations,cycle1_total_lateness,cycle1_total_cost,cycle1_end_reason,cycle2_label,cycle2_slo_violations,cycle2_total_lateness,cycle2_total_cost,cycle2_end_reason,cost_delta_cycle2_minus_cycle1,better_cycle,cycle1_log_file,cycle2_log_file
12000000,0,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,35,1.7212895284940184,36.72128952849402,time_limit,model_adv_depth1_vs_model_ctrl_depth1,28,2.923391037625705,30.923391037625706,time_limit,-5.797898490868313,model_adv_depth1_vs_model_ctrl_depth1,,
12000001,40,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,28,26.26669315619438,54.26669315619438,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,24.56424094797148,37.564240947971484,time_limit,-16.702452208222894,model_adv_depth1_vs_model_ctrl_depth1,,
12000002,64,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,19,34.6156058413981,53.6156058413981,time_limit,model_adv_depth1_vs_model_ctrl_depth1,9,33.841171408236185,42.841171408236185,time_limit,-10.774434433161915,model_adv_depth1_vs_model_ctrl_depth1,,
12000003,65,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,31,50.8458032435767,81.8458032435767,time_limit,model_adv_depth1_vs_model_ctrl_depth1,22,50.39425810325505,72.39425810325505,time_limit,-9.451545140321642,model_adv_depth1_vs_model_ctrl_depth1,,
12000004,82,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,27,62.0867087259453,89.0867087259453,time_limit,model_adv_depth1_vs_model_ctrl_depth1,13,60.52461430108278,73.52461430108278,time_limit,-15.562094424862522,model_adv_depth1_vs_model_ctrl_depth1,,
12000005,13,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,22,7.998316528536109,29.998316528536108,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,7.2829910762107835,19.282991076210784,time_limit,-10.715325452325324,model_adv_depth1_vs_model_ctrl_depth1,,
12000006,28,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,30,20.389825190035594,50.389825190035594,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,18.5662920152245,32.566292015224505,time_limit,-17.82353317481109,model_adv_depth1_vs_model_ctrl_depth1,,
12000007,76,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,23,47.01884668118136,70.01884668118136,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,46.221169411438616,56.221169411438616,time_limit,-13.797677269742742,model_adv_depth1_vs_model_ctrl_depth1,,
12000008,79,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,20,34.069403807430376,54.069403807430376,time_limit,model_adv_depth1_vs_model_ctrl_depth1,7,33.21831688575243,40.21831688575243,time_limit,-13.851086921677947,model_adv_depth1_vs_model_ctrl_depth1,,
12000009,71,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,33,37.578750570770836,70.57875057077084,time_limit,model_adv_depth1_vs_model_ctrl_depth1,12,37.014735101608,49.014735101608,time_limit,-21.56401546916284,model_adv_depth1_vs_model_ctrl_depth1,,
12000010,53,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,31,48.78054054305577,79.78054054305576,time_limit,model_adv_depth1_vs_model_ctrl_depth1,10,45.37682906582832,55.37682906582832,time_limit,-24.403711477227446,model_adv_depth1_vs_model_ctrl_depth1,,
12000011,73,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,27,46.99326277793851,73.99326277793851,time_limit,model_adv_depth1_vs_model_ctrl_depth1,9,45.36220809316856,54.36220809316856,time_limit,-19.63105468476995,model_adv_depth1_vs_model_ctrl_depth1,,
12000012,70,classical_joblib,simulator_output/GV3_Agent/BellmanConvergence/cached_v2_fast_100v/Model_Version100/cliff_aware_controller_value.joblib,model_adv_depth1_vs_trivial_ctrl,22,55.63499642732088,77.63499642732089,time_limit,model_adv_depth1_vs_model_ctrl_depth1,14,55.5162386255185,69.5162386255185,time_limit,-8.118757801802388,model_adv_depth1_vs_model_ctrl_depth1,,
