batch_id,request_id,slo_type,slo_remaining_ms,only_in_queue,added_in_last_batch,request_type_after_batch,kv_context_len_tokens,prefill_len_tokens,prefill_remaining_tokens,TBT SLO,TTC SLO,replica
0,0,TTFT,0,False,True,prefill,512,7270,6758,1.000000,10.000000,0
1,0,TTFT,0,False,True,prefill,1024,7270,6246,1.000000,10.000000,0
2,0,TTFT,0,False,True,prefill,1536,7270,5734,1.000000,10.000000,0
3,0,TTFT,0,False,True,prefill,2048,7270,5222,1.000000,10.000000,0
4,0,TTFT,0,False,True,prefill,2560,7270,4710,1.000000,10.000000,0
5,0,TTFT,0,False,True,prefill,3072,7270,4198,1.000000,10.000000,0
6,0,TTFT,0,False,True,prefill,3584,7270,3686,1.000000,10.000000,0
7,0,TTFT,0,False,True,prefill,4096,7270,3174,1.000000,10.000000,0
8,0,TTFT,0,False,True,prefill,4608,7270,2662,1.000000,10.000000,0
9,0,TTFT,0,False,True,prefill,5120,7270,2150,1.000000,10.000000,0
10,0,TTFT,0,False,True,prefill,5632,7270,1638,1.000000,10.000000,0
11,0,TTFT,0,False,True,prefill,6144,7270,1126,1.000000,10.000000,0
12,0,TTFT,0,False,True,prefill,6656,7270,614,1.000000,10.000000,0
12,1,TTFT,0,True,False,prefill,512,7834,7322,1.000000,10.000000,0
13,0,TTFT,0,False,True,prefill,7168,7270,102,1.000000,10.000000,0
13,1,TTFT,0,True,False,prefill,512,7834,7322,1.000000,10.000000,0
14,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
14,1,TTFT,0,False,True,prefill,912,7834,6922,1.000000,10.000000,0
15,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
15,1,TTFT,0,False,True,prefill,1424,7834,6410,1.000000,10.000000,0
16,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
16,1,TTFT,0,False,True,prefill,1936,7834,5898,1.000000,10.000000,0
17,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
17,1,TTFT,0,False,True,prefill,2448,7834,5386,1.000000,10.000000,0
18,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
18,1,TTFT,0,False,True,prefill,2960,7834,4874,1.000000,10.000000,0
19,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
19,1,TTFT,0,False,True,prefill,3472,7834,4362,1.000000,10.000000,0
20,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
20,1,TTFT,0,False,True,prefill,3984,7834,3850,1.000000,10.000000,0
21,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
21,1,TTFT,0,False,True,prefill,4496,7834,3338,1.000000,10.000000,0
22,0,TBT,0,False,True,decode,7264,7270,0,1.000000,10.000000,0
22,1,TTFT,0,False,True,prefill,5008,7834,2826,1.000000,10.000000,0
23,0,TBT,0,False,True,decode,7280,7270,0,1.000000,10.000000,0
