Batch Id,mlp_up_proj,mlp_activation,mlp_down_proj,mlp_down_proj_all_reduce,attn_pre_proj,attn_post_proj,attn_post_proj_all_reduce,attn_prefill,attn_kv_cache_save,attn_decode,attn_rope,pipeline_send_recv,add,input_layernorm,post_attention_layernorm,schedule,sample_e2e,prepare_inputs_e2e,model_execution_e2e,process_model_outputs,ray_comm_time,replica
25,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.232573,0.211820,0.040579,0.005994,0,0.008200,0.007000,0.007000,0,0,0,27.817855,0,0,0
26,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.240991,0.211820,0.040579,0.005994,0,0.008200,0.007000,0.007000,0,0,0,28.087219,0,0,0
27,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.259575,0.211820,0.040579,0.005994,0,0.008200,0.007000,0.007000,0,0,0,28.681929,0,0,0
28,0.168467,0.015460,0.073727,0,0.040046,0.026883,0,0.149838,0.008888,0.040579,0.004742,0,0.006000,0.006202,0.006202,0,0,0,17.409086,0,0,0
29,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
30,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
31,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
32,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
33,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
34,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
35,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
36,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
37,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
38,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
39,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
40,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
41,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
42,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
43,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
44,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
45,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
46,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
47,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
48,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
49,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
50,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
51,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
52,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
53,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
54,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
55,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
56,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
57,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
58,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
59,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
60,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
61,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
62,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
63,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
64,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
65,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
66,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
67,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
68,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
69,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
70,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
71,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
72,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
73,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
74,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
75,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
76,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
77,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
78,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
79,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
80,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
81,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
82,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
83,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
84,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
85,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
86,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
87,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
88,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
89,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
90,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
91,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
92,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
93,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
94,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
95,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
96,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
97,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
98,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
99,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.014490,0.041844,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.716567,0,0,0
100,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.075216,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,22.822896,0,0,0
101,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.090783,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.321054,0,0,0
102,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.104652,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.764847,0,0,0
103,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.119616,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.243710,0,0,0
104,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.135615,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.755680,0,0,0
105,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.148845,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,25.179011,0,0,0
106,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.166179,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,25.733712,0,0,0
107,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.180647,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,26.196695,0,0,0
108,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.192958,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,26.590649,0,0,0
109,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.208739,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,27.095632,0,0,0
110,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.222565,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,27.538070,0,0,0
111,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.232571,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,27.858271,0,0,0
112,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.248878,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,28.380093,0,0,0
113,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.260859,0.211820,0.041844,0.005994,0,0.008200,0.007000,0.007000,0,0,0,28.763472,0,0,0
114,0.089190,0.007536,0.055954,0,0.025155,0.019000,0,0.067934,0.008477,0.041844,0.003000,0,0.004000,0.004000,0.004000,0,0,0,10.498840,0,0,0
115,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.044874,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.768801,0,0,0
116,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
117,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
118,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
119,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
120,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
121,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
122,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
123,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
124,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
125,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
126,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
127,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
128,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
129,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
130,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
131,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
132,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
133,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
134,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
135,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
136,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
137,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
138,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
139,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
140,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
141,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
142,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
143,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
144,0.083182,0.008016,0.044727,0,0.020968,0.015900,0,0.000000,0.013092,0.043601,0.003000,0,0.002032,0.004000,0.004000,0,0,0,7.728058,0,0,0
145,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.075216,0.211820,0.043601,0.005994,0,0.008200,0.007000,0.007000,0,0,0,22.879118,0,0,0
146,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.090783,0.211820,0.043601,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.377275,0,0,0
147,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.104652,0.211820,0.043601,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.821069,0,0,0
148,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.119616,0.211820,0.043601,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.299932,0,0,0
149,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.141769,0.211820,0.043601,0.005994,0,0.008200,0.007000,0.007000,0,0,0,25.008814,0,0,0
150,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.078135,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.034094,0,0,0
151,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.090867,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,23.441513,0,0,0
152,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.108511,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.006128,0,0,0
153,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.122797,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.463270,0,0,0
154,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.136588,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,24.904584,0,0,0
155,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.152529,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,25.414708,0,0,0
156,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.169248,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,25.949717,0,0,0
157,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.181734,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,26.349275,0,0,0
158,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.196078,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,26.808273,0,0,0
159,0.176398,0.022004,0.084450,0,0.045401,0.031989,0,0.209445,0.211820,0.045525,0.005994,0,0.008200,0.007000,0.007000,0,0,0,27.236033,0,0,0
