batch_id,request_id,slo_type,slo_remaining_ms,only_in_queue,added_in_last_batch,request_type_after_batch,kv_context_len_tokens,prefill_len_tokens,prefill_remaining_tokens,replica
1170,0,TBT,0,False,True,decode,7488,7270,0,0
1170,8,TBT,0,False,True,decode,11104,11010,0,0
1170,16,TBT,0,False,True,decode,1456,1427,0,0
1174,0,TBT,0,False,True,decode,7504,7270,0,0
1174,8,TBT,0,False,True,decode,11104,11010,0,0
1174,16,TBT,0,False,True,decode,1456,1427,0,0
1178,0,TBT,0,False,True,decode,7504,7270,0,0
1178,8,TBT,0,False,True,decode,11104,11010,0,0
1178,16,TBT,0,False,True,decode,1456,1427,0,0
1182,0,TBT,0,False,True,decode,7504,7270,0,0
1182,8,TBT,0,False,True,decode,11104,11010,0,0
1182,16,TBT,0,False,True,decode,1456,1427,0,0
1188,0,TBT,0,False,True,decode,7504,7270,0,0
1188,8,TBT,0,False,True,decode,11104,11010,0,0
1188,16,TBT,0,False,True,decode,1456,1427,0,0
1191,0,TBT,0,False,True,decode,7504,7270,0,0
1191,8,TBT,0,False,True,decode,11104,11010,0,0
1191,16,TBT,0,False,True,decode,1456,1427,0,0
1194,0,TBT,0,False,True,decode,7504,7270,0,0
1194,8,TBT,0,False,True,decode,11104,11010,0,0
1194,16,TBT,0,False,True,decode,1472,1427,0,0
1200,0,TBT,0,False,True,decode,7504,7270,0,0
1200,8,TBT,0,False,True,decode,11104,11010,0,0
1200,16,TBT,0,False,True,decode,1472,1427,0,0
1204,0,TBT,0,False,True,decode,7504,7270,0,0
1204,8,TBT,0,False,True,decode,11104,11010,0,0
1204,16,TBT,0,False,True,decode,1472,1427,0,0
1208,0,TBT,0,False,True,decode,7504,7270,0,0
1208,8,TBT,0,False,True,decode,11104,11010,0,0
1208,16,TBT,0,False,True,decode,1472,1427,0,0
1213,0,TBT,0,False,True,decode,7504,7270,0,0
1213,8,TBT,0,False,True,decode,11104,11010,0,0
1213,16,TBT,0,False,True,decode,1472,1427,0,0
1217,0,TBT,0,False,True,decode,7504,7270,0,0
1217,8,TBT,0,False,True,decode,11104,11010,0,0
1217,16,TBT,0,False,True,decode,1472,1427,0,0
1221,0,TBT,0,False,True,decode,7504,7270,0,0
1221,8,TBT,0,False,True,decode,11104,11010,0,0
1221,16,TBT,0,False,True,decode,1472,1427,0,0
1226,0,TBT,0,False,True,decode,7504,7270,0,0
1226,8,TBT,0,False,True,decode,11120,11010,0,0
1226,16,TBT,0,False,True,decode,1472,1427,0,0
1231,0,TBT,0,False,True,decode,7504,7270,0,0
1231,8,TBT,0,False,True,decode,11120,11010,0,0
1231,16,TBT,0,False,True,decode,1472,1427,0,0
1235,0,TBT,0,False,True,decode,7504,7270,0,0
1235,8,TBT,0,False,True,decode,11120,11010,0,0
1235,16,TBT,0,False,True,decode,1472,1427,0,0
1238,0,TBT,0,False,True,decode,7504,7270,0,0
1238,8,TBT,0,False,True,decode,11120,11010,0,0
1238,16,TBT,0,False,True,decode,1472,1427,0,0
1244,0,TBT,0,False,True,decode,7520,7270,0,0
1244,8,TBT,0,False,True,decode,11120,11010,0,0
1244,16,TBT,0,False,True,decode,1472,1427,0,0
1248,0,TBT,0,False,True,decode,7520,7270,0,0
1248,8,TBT,0,False,True,decode,11120,11010,0,0
1248,16,TBT,0,False,True,decode,1472,1427,0,0
1252,0,TBT,0,False,True,decode,7520,7270,0,0
1252,8,TBT,0,False,True,decode,11120,11010,0,0
1252,16,TBT,0,False,True,decode,1472,1427,0,0
1255,0,TBT,0,False,True,decode,7520,7270,0,0
1255,8,TBT,0,False,True,decode,11120,11010,0,0
1255,16,TBT,0,False,True,decode,1472,1427,0,0
1260,0,TBT,0,False,True,decode,7520,7270,0,0
1260,8,TBT,0,False,True,decode,11120,11010,0,0
1260,16,TBT,0,False,True,decode,1472,1427,0,0
1264,0,TBT,0,False,True,decode,7520,7270,0,0
1264,8,TBT,0,False,True,decode,11120,11010,0,0
1264,16,TBT,0,False,True,decode,1488,1427,0,0
1269,0,TBT,0,False,True,decode,7520,7270,0,0
1269,8,TBT,0,False,True,decode,11120,11010,0,0
1269,16,TBT,0,False,True,decode,1488,1427,0,0
1273,0,TBT,0,False,True,decode,7520,7270,0,0
1273,8,TBT,0,False,True,decode,11120,11010,0,0
1273,16,TBT,0,False,True,decode,1488,1427,0,0
1277,0,TBT,0,False,True,decode,7520,7270,0,0
1277,8,TBT,0,False,True,decode,11120,11010,0,0
1277,16,TBT,0,False,True,decode,1488,1427,0,0
1280,0,TBT,0,False,True,decode,7520,7270,0,0
1280,8,TBT,0,False,True,decode,11120,11010,0,0
1280,16,TBT,0,False,True,decode,1488,1427,0,0
1285,0,TBT,0,False,True,decode,7520,7270,0,0
1285,8,TBT,0,False,True,decode,11120,11010,0,0
1285,16,TBT,0,False,True,decode,1488,1427,0,0
1290,0,TBT,0,False,True,decode,7520,7270,0,0
