cdf,attn_decode,replica
0.0,0.0,0
0.01,0.03578734251377598,0
0.02,0.03578734251377598,0
0.03,0.03578734251377598,0
0.04,0.03578734251377598,0
0.05,0.03800038419011656,0
0.06,0.03800038419011656,0
0.07,0.03800038419011656,0
0.08,0.03800038419011656,0
0.09,0.03800038419011656,0
0.1,0.03800038419011656,0
0.11,0.03800038419011656,0
0.12,0.040350277421146774,0
0.13,0.0411654345407659,0
0.14,0.0411654345407659,0
0.15,0.0411654345407659,0
0.16,0.043711050277064754,0
0.17,0.043711050277064754,0
0.18,0.043711050277064754,0
0.19,0.043711050277064754,0
0.2,0.043711050277064754,0
0.21,0.043711050277064754,0
0.22,0.043711050277064754,0
0.23,0.043711050277064754,0
0.24,0.043711050277064754,0
0.25,0.043711050277064754,0
0.26,0.043711050277064754,0
0.27,0.043711050277064754,0
0.28,0.043711050277064754,0
0.29,0.043711050277064754,0
0.3,0.043711050277064754,0
0.31,0.043711050277064754,0
0.32,0.043711050277064754,0
0.33,0.043711050277064754,0
0.34,0.043711050277064754,0
0.35000000000000003,0.044594101797813514,0
0.36,0.044594101797813514,0
0.37,0.044594101797813514,0
0.38,0.044594101797813514,0
0.39,0.044594101797813514,0
0.4,0.044594101797813514,0
0.41000000000000003,0.044594101797813514,0
0.42,0.04735174175835393,0
0.43,0.04735174175835393,0
0.44,0.051295666275178016,0
0.45,0.051295666275178016,0
0.46,0.051295666275178016,0
0.47000000000000003,0.051295666275178016,0
0.48,0.05233194236154525,0
0.49,0.05233194236154525,0
0.5,0.05233194236154525,0
0.51,0.05233194236154525,0
0.52,0.05233194236154525,0
0.53,0.053389153318344144,0
0.54,0.053389153318344144,0
0.55,0.06019634307426044,0
0.56,0.06019634307426044,0
0.5700000000000001,0.06141243081313439,0
0.58,0.06141243081313439,0
0.59,0.06141243081313439,0
0.6,0.06141243081313439,0
0.61,0.06787145879440303,0
0.62,0.06787145879440303,0
0.63,0.07064143976754468,0
0.64,0.07064143976754468,0
0.65,0.07352446965296637,0
0.66,0.07352446965296637,0
0.67,0.07352446965296637,0
0.68,0.07352446965296637,0
0.6900000000000001,0.07352446965296637,0
0.7000000000000001,0.07352446965296637,0
0.71,0.07352446965296637,0
0.72,0.07352446965296637,0
0.73,0.07500981247423841,0
0.74,0.07500981247423841,0
0.75,0.07500981247423841,0
0.76,0.08125737650111674,0
0.77,0.08125737650111674,0
0.78,0.08125737650111674,0
0.79,0.08289893966275547,0
0.8,0.08289893966275547,0
0.81,0.08289893966275547,0
0.8200000000000001,0.08289893966275547,0
0.8300000000000001,0.08289893966275547,0
0.84,0.08289893966275547,0
0.85,0.08289893966275547,0
0.86,0.08289893966275547,0
0.87,0.08289893966275547,0
0.88,0.08289893966275547,0
0.89,0.08289893966275547,0
0.9,0.08289893966275547,0
0.91,0.08289893966275547,0
0.92,0.08289893966275547,0
0.93,0.08289893966275547,0
0.9400000000000001,0.08289893966275547,0
0.9500000000000001,0.08289893966275547,0
0.96,0.08289893966275547,0
0.97,0.08289893966275547,0
0.98,0.08289893966275547,0
0.99,0.08457366571654851,0
1.0,0.08457366571654851,0
0.0,0.0,1
0.01,0.0,1
0.02,0.043711050277064754,1
0.03,0.043711050277064754,1
0.04,0.043711050277064754,1
0.05,0.043711050277064754,1
0.06,0.043711050277064754,1
0.07,0.043711050277064754,1
0.08,0.043711050277064754,1
0.09,0.044594101797813514,1
0.1,0.044594101797813514,1
0.11,0.044594101797813514,1
0.12,0.054467722072250084,1
0.13,0.054467722072250084,1
0.14,0.05556808009391171,1
0.15,0.05556808009391171,1
0.16,0.05556808009391171,1
0.17,0.05556808009391171,1
0.18,0.05556808009391171,1
0.19,0.05900433628071072,1
0.2,0.05900433628071072,1
0.21,0.05900433628071072,1
0.22,0.05900433628071072,1
0.23,0.05900433628071072,1
0.24,0.05900433628071072,1
0.25,0.05900433628071072,1
0.26,0.06141243081313439,1
0.27,0.06141243081313439,1
0.28,0.06521009387745753,1
0.29,0.06521009387745753,1
0.3,0.06521009387745753,1
0.31,0.06652746951134555,1
0.32,0.06652746951134555,1
0.33,0.06652746951134555,1
0.34,0.06652746951134555,1
0.35000000000000003,0.06652746951134555,1
0.36,0.06652746951134555,1
0.37,0.07206853956082841,1
0.38,0.07352446965296637,1
0.39,0.07807112509434813,1
0.4,0.07807112509434813,1
0.41000000000000003,0.07807112509434813,1
0.42,0.08289893966275547,1
0.43,0.08289893966275547,1
0.44,0.08289893966275547,1
0.45,0.08289893966275547,1
0.46,0.08980358875091662,1
0.47000000000000003,0.08980358875091662,1
0.48,0.09535692327175246,1
0.49,0.09535692327175246,1
0.5,0.09535692327175246,1
0.51,0.09535692327175246,1
0.52,0.09535692327175246,1
0.53,0.09535692327175246,1
0.54,0.09924864547445637,1
0.55,0.09924864547445637,1
0.56,0.09924864547445637,1
0.5700000000000001,0.09924864547445637,1
0.58,0.10751506085038566,1
0.59,0.10751506085038566,1
0.6,0.10751506085038566,1
0.61,0.10751506085038566,1
0.62,0.10751506085038566,1
0.63,0.10751506085038566,1
0.64,0.10751506085038566,1
0.65,0.10751506085038566,1
0.66,0.10751506085038566,1
0.67,0.10751506085038566,1
0.68,0.10751506085038566,1
0.6900000000000001,0.10751506085038566,1
0.7000000000000001,0.10751506085038566,1
0.71,0.10751506085038566,1
0.72,0.10968708228170655,1
0.73,0.10968708228170655,1
0.74,0.10968708228170655,1
0.75,0.10968708228170655,1
0.76,0.10968708228170655,1
0.77,0.10968708228170655,1
0.78,0.10968708228170655,1
0.79,0.11190298293386225,1
0.8,0.11190298293386225,1
0.81,0.11190298293386225,1
0.8200000000000001,0.11190298293386225,1
0.8300000000000001,0.11190298293386225,1
0.84,0.11190298293386225,1
0.85,0.11190298293386225,1
0.86,0.11190298293386225,1
0.87,0.11190298293386225,1
0.88,0.11646998560435963,1
0.89,0.11646998560435963,1
0.9,0.11646998560435963,1
0.91,0.11646998560435963,1
0.92,0.11646998560435963,1
0.93,0.11646998560435963,1
0.9400000000000001,0.11882291460646792,1
0.9500000000000001,0.11882291460646792,1
0.96,0.11882291460646792,1
0.97,0.11882291460646792,1
0.98,0.11882291460646792,1
0.99,0.11882291460646792,1
1.0,0.11882291460646792,1
0.0,0.0,2
0.01,0.0,2
0.02,0.03507868226597844,2
0.03,0.03507868226597844,2
0.04,0.03507868226597844,2
0.05,0.03507868226597844,2
0.06,0.03507868226597844,2
0.07,0.03578734251377598,2
0.08,0.038768068719209826,2
0.09,0.038768068719209826,2
0.1,0.038768068719209826,2
0.11,0.038768068719209826,2
0.12,0.038768068719209826,2
0.13,0.043711050277064754,2
0.14,0.043711050277064754,2
0.15,0.043711050277064754,2
0.16,0.043711050277064754,2
0.17,0.043711050277064754,2
0.18,0.044594101797813514,2
0.19,0.04641408350571326,2
0.2,0.04735174175835393,2
0.21,0.04735174175835393,2
0.22,0.04735174175835393,2
0.23,0.04735174175835393,2
0.24,0.054467722072250084,2
0.25,0.054467722072250084,2
0.26,0.05556808009391171,2
0.27,0.05556808009391171,2
0.28,0.05556808009391171,2
0.29,0.05556808009391171,2
0.3,0.05556808009391171,2
0.31,0.05556808009391171,2
0.32,0.05556808009391171,2
0.33,0.05669066757055639,2
0.34,0.05669066757055639,2
0.35000000000000003,0.05669066757055639,2
0.36,0.05669066757055639,2
0.37,0.0639188048897851,2
